beer.id,beer.name,beer.abv,beer.style,beer.brewerid
27845,Birracao,5,Herbed / Spiced Beer,180
27846,Te Deum Blonde,,Belgian Pale Ale,805
27847,Te Deum Amber,,Belgian Strong Pale Ale,805
27849,1850 London Porter,5.6,English Porter,7685
27851,Banks's Original,3.5,English Bitter,6695
27854,Banks's Bitter,3.7,English Bitter,6695
27856,Laughing Dog Holiday Ale,,Winter Warmer,12985
27857,Old Leghumper,6.7,American Porter,12516
27858,Southampton Scotch Ale,8.5,Scotch Ale / Wee Heavy,1628
27859,Wee Heavy-er Scotch Style Ale,7,Scotch Ale / Wee Heavy,2455
27860,Goat Toppler Bock,8.8,Maibock / Helles Bock,1550
27861,Centennial Ale,9.1,American Barleywine,885
27862,Scheyern Kloster-Weisse Dunkel,5.5,Dunkelweizen,6078
27863,Union,4.9,Euro Pale Lager,475
27864,Honing Porter,5.5,Baltic Porter,515
27865,Founders Brassworks Ale,6,American Pale Ale (APA),1199
27868,City Range City Brew,,American Amber / Red Ale,2454
27869,Old Bounder,9.6,American Barleywine,701
27870,Xmas In The Caribbean,6.2,Fruit / Vegetable Beer,3768
27871,Saison,,Saison / Farmhouse Ale,461
27872,Maisel Heller Bock Premium,9,Maibock / Helles Bock,8346
27873,Dragonmead Crown Jewels India Pale Ale,7,English India Pale Ale (IPA),2085
27874,Poor Richard's Ale,,Old Ale,642
27876,Dam Lyte,,Light Lager,907
27877,Chili Beer,,Chile Beer,907
27878,Raspberry Ale,,Fruit / Vegetable Beer,907
27879,Yohan Bock,,Bock,907
27881,Bock,5.3,Bock,9372
27882,Olympic IPA,,American IPA,1548
27883,Cristal,,Euro Pale Lager,3943
27884,Royal Guard,,Euro Pale Lager,3943
27885,Escudo,,Euro Pale Lager,3943
27886,Te Deum Brune,,Belgian Dark Ale,805
27887,Willimantic Festive Ale,8.3,American Double / Imperial IPA,477
27888,Peach Wheat,,Fruit / Vegetable Beer,461
27889,Strong Stout,,Oatmeal Stout,11439
27890,Snowman's Revenge,,Winter Warmer,11439
27891,Old Tanglefoot,9.5,American Barleywine,231
27892,Otter Creek ESB (Extra Special Bitter),,Extra Special / Strong Bitter (ESB),119
27893,Kuhnhenn Poor Richards Ale,,American Brown Ale,2097
27895,Kuhnhenn D & D Strong Ale,,American Strong Ale,2097
27896,Darkness Delight,8.5,American Porter,1335
27898,Portsmouth Bière De Garde,7,Bière de Garde,596
27899,Michigan Brewing Poor Richard,6.5,Scottish Ale,565
27900,Great Lakes Alberta Clipper,7,American Porter,73
27901,King Boreas Imperial Wit,6.5,Witbier,1178
27902,Poor Richard's Ale,7.5,Old Ale,1317
27903,Alabaster Belgian White,5.4,Witbier,390
27904,Alpine Pedaler,,Belgian Pale Ale,1177
27905,Poor Richard's Ale,6.5,Old Ale,1549
27906,Krug-Bräu Dunkles Lagerbier,5,Munich Dunkel Lager,6087
27907,Panacea,9.6,American Barleywine,1853
27910,Zolotoye Koltso Zhigulevskoye,4,Euro Pale Lager,9149
27911,City Steam Amarillo IPA,6.8,American IPA,556
27912,Mt. Massive Malt Liquor,7.3,American Malt Liquor,13022
27913,City Steam America's Beautiful Babylon,9,English Barleywine,556
27914,Poor Richards Ale,5.5,American Strong Ale,3089
27915,Runabout Red Ale,,Irish Red Ale,2381
27918,15th Anniversary,,English Pale Ale,1454
27919,Scottish Ale,5.5,Scottish Ale,705
27920,Kiltlifter Scotch Ale,7.5,Scotch Ale / Wee Heavy,711
27921,Vanilla Bean Porter,6.7,American Porter,705
27922,Hop Harvest Double IPA,,American Double / Imperial IPA,2435
27923,Ur Alt,,Altbier,8
27924,George's Fault,9,Herbed / Spiced Beer,1042
27926,Red Coat,4.8,American Pale Ale (APA),12949
27927,Hercules,5,American Adjunct Lager,12625
27928,Pilsner,4.6,German Pilsener,625
27929,Winter Cheer,5.5,Old Ale,664
27930,Molly Malone's Porter,4.6,English Porter,3414
27931,Cobra,5,American Adjunct Lager,91
27932,Irish Dry Stout,3,Irish Dry Stout,9704
27933,British Bitter,4,Extra Special / Strong Bitter (ESB),9704
27934,Elevator Chocolate Stout,,Milk / Sweet Stout,1464
27935,Nitte Witte,,Witbier,8395
27936,Franklinfest,5.5,Märzen / Oktoberfest,743
27937,Saint Barb's Dubbel,7.9,Dubbel,4712
27938,Mighty Brown (471 Series),7.5,American Brown Ale,2137
27940,Grinch,,American Barleywine,4063
27941,Harvest Ale,,American Amber / Red Ale,593
27942,Belgian Tripple,10.2,Tripel,11341
27943,Hideout Imperial Stout,8.7,Russian Imperial Stout,11341
27944,Spiced Chocolate Rye,5.8,American Brown Ale,11341
27945,Flensburger Gold,4.8,Dortmunder / Export Lager,2854
27947,Mr. Mephisto's Imperial Stout,9,Russian Imperial Stout,793
27948,Abbey Dubbel,7.3,Dubbel,4067
27949,Preston Wee Heavy,,Scotch Ale / Wee Heavy,3938
27950,Barleywine,8,American Barleywine,8761
27951,Vinternarren,7,Winter Warmer,10898
27952,Jaipur IPA,5.9,English India Pale Ale (IPA),13029
27953,St Petersburg Imperial Stout,7.7,Russian Imperial Stout,13029
27954,1673.0,7,Witbier,3300
27955,Silver Creek Porter,7.5,Baltic Porter,4833
27956,2004 Barley Wine (Peat Smoked Barley Wine),9.2,American Barleywine,909
27957,Porter,5,English Porter,13030
27958,Wheat Bear,5,English Pale Ale,6900
27959,Rother Valley Blues,5,English Strong Ale,9984
27960,Power Station Porter,4.9,English Porter,9416
27962,Carlsberg Red,,American Amber / Red Lager,721
27963,Kriek (Quebec Export),6,Fruit / Vegetable Beer,283
27964,Pale Ale,4,Belgian Pale Ale,11580
27966,Dragonmead Juggernaut Double Red Ale,8,American Strong Ale,2085
27969,Port Stout,4.7,English Stout,10460
27970,Halifax Bomber,4.8,Extra Special / Strong Bitter (ESB),4887
27971,Big Woody Barley Wine,10.75,English Barleywine,377
27972,Poor Richard,7.9,American Brown Ale,986
27973,White Star Pale Ale,4,American Blonde Ale,11326
27974,Schoune Gueuze La Spontanée 2005,8,Gueuze,771
27975,Dirty Blonde,,American Blonde Ale,10378
27976,Grisette Fruits Des Bois / Bosvruchten,3.5,Fruit / Vegetable Beer,2874
27977,Bitchin' Betty Citrus Wheat,,American Pale Wheat Ale,12877
27978,Laughing Dog India Pale Ale,,American IPA,12985
27979,(Val) Addiction,4.8,English Stout,9515
27980,Amber Ale,5.4,American Amber / Red Ale,11580
27981,India Pale Ale,7.5,American IPA,11580
27982,Winter Ale,7.5,Winter Warmer,936
27983,Dubbel,,Dubbel,1709
27985,Oud Beersel Bersalis,9.5,Tripel,828
27986,Oxford Hefeweizen,,Hefeweizen,898
27987,SS 8000,8,English Porter,7898
27988,Jack O'Legs,4.2,English Bitter,11395
27989,Pegasus,4.1,English Bitter,13004
27990,Harvard Special Reserve Lager,5,Munich Dunkel Lager,59
27991,Extra Special Bitter,4.8,Extra Special / Strong Bitter (ESB),59
27992,Beatification,5.5,American Wild Ale,863
27993,Grieskirchner Jörger Weisse,5.1,Hefeweizen,7280
27994,Maiden's Magic,5,English Brown Ale,6394
27995,Zolotoye Koltso Svetloye,4.7,Euro Pale Lager,9149
27996,Nero,5,Oatmeal Stout,13004
27997,White Star India Pale Ale,,American IPA,1622
27998,Brittanic Best Bitter,5.5,Extra Special / Strong Bitter (ESB),1622
28000,Triple Screw Light Ale,4,American Blonde Ale,1622
28001,Michelob Ultra Amber,4.2,Light Lager,29
28002,Dreamtime,8.3,English Barleywine,13004
28003,Jurassic Ale,4.7,Extra Special / Strong Bitter (ESB),10450
28004,Ol' Jack Frost Imperial Stout,8.9,Russian Imperial Stout,1177
28005,Atwater Shaman's Porter,6,American Porter,15280
28006,Hop Thread,5,English Pale Ale,282
28007,Hydes Yule Be Back,4.7,English Bitter,3364
28008,De Dolle Stille Nacht Special Reserva 2005,12,Belgian Strong Dark Ale,201
28009,Tripel,9.5,Tripel,867
28010,Appenzeller Vollmond Bier Spezial,5.2,Euro Pale Lager,5687
28011,Bent Nail IPA,6.3,American IPA,7122
28012,Patriots Pilsner,4.8,German Pilsener,225
28014,Northampton Spring Bock,6.8,Maibock / Helles Bock,235
28015,Steamer,,California Common / Steam Beer,235
28016,Alternator,,Altbier,235
28017,Hydes Free Spirit,4.8,English Bitter,3364
28018,Ossett Silver King,4.3,American Blonde Ale,6901
28020,Buitenlust Dubbel,8.5,Belgian Strong Pale Ale,3521
28021,Dakota Golden Ale,,American Blonde Ale,13042
28023,Brune,4.8,Belgian Dark Ale,13049
28024,Hop Henge India Pale Ale,7,American IPA,63
28025,Poor Richard's Ale,,American Porter,4832
28026,Whiteout Double White,7.8,Witbier,1608
28027,Chocolate Hazelnut Stout,8.5,American Double / Imperial Stout,1866
28028,Double Endo India Pale Ale,8.5,American Double / Imperial IPA,1866
28029,Hop Suey,11,American Double / Imperial IPA,5318
28030,Valeir Divers,8.5,Belgian Strong Pale Ale,3463
28031,Grateful Red Ale,,American Amber / Red Ale,13042
28033,Carolina Groundhog Doppelbock,6.7,Doppelbock,1499
28034,Schwarzbier,5.8,Schwarzbier,9914
28035,Dragonmead Mariann's Honey Brown,4.5,American Brown Ale,2085
28036,Oak Aged Black Jack Stout,8.2,Russian Imperial Stout,1924
28037,Belgian Rye Ale,5.5,Rye Beer,876
28039,Dark Horse Scotty Karate Scotch Ale,9.75,Scotch Ale / Wee Heavy,1471
28040,Smoked Scotch Ale,,Scotch Ale / Wee Heavy,952
28041,Rijngoud (Voor Brouwers Aan De Rijn),6.2,Belgian Pale Ale,554
28046,Ginger Marble,4.5,Herbed / Spiced Beer,10460
28047,Golden Ale,4.8,American Blonde Ale,12279
28048,Dubbel,7.3,Dubbel,12279
28049,Podkovan Dark,3.8,Euro Dark Lager,11206
28051,Doppel Bock,9.2,Doppelbock,1342
28052,Idaho Blonde,,American Blonde Ale,4069
28053,Total Disorder Porter,,American Porter,4069
28054,India Brown Ale,7.1,American Brown Ale,1169
28056,Justice,,American IPA,2695
28057,Keltenbräu,,Keller Bier / Zwickel Bier,10829
28058,Gull,5,Euro Pale Lager,10539
28059,Marzoni's Imperial Stout,8.3,Russian Imperial Stout,7101
28060,Red Star Scotch Ale,5.5,Scotch Ale / Wee Heavy,958
28061,Rock Bottom Barleywine,10,American Barleywine,1550
28062,Doppelbock,8.2,Doppelbock,1341
28063,Newport Storm - Chloe (Cyclone Series),8.6,American Double / Imperial IPA,688
28064,Drive Beer,2.5,Low Alcohol Beer,10165
28065,Midvinter Ljus,5.3,Euro Pale Lager,625
28066,Midvinter Mörk,4.8,Euro Dark Lager,625
28067,McGann's London Ale,5.5,American IPA,586
28069,Bayonet ESB,6.2,Extra Special / Strong Bitter (ESB),9792
28070,Coach Pale Ale,,American Pale Ale (APA),2906
28071,Cherry Picker Ale,,Fruit / Vegetable Beer,2906
28072,Red Mile Lager,,Vienna Lager,2906
28073,Kipper Pilsner,,Czech Pilsener,2906
28074,J12 Golden Ale,,American Pale Wheat Ale,2906
28075,Espresso Stout,,American Stout,2617
28076,Lord Stanley Dark Ale,,American Porter,2906
28086,Pale Ale,5.5,American Pale Ale (APA),11342
28087,Red Ale,,American Amber / Red Ale,11342
28088,Synergy,6.7,American Wild Ale,5318
28089,New Holland Oak Aged Pilgrim's Dole,10,Wheatwine,335
28090,Bogemia Pale Beer,8.4,Euro Strong Lager,1693
28091,Cañón Del Huajuco,5,Bock,12613
28092,Chipinque,4.4,Irish Red Ale,12613
28093,Fraile,5.2,English Porter,12613
28094,Shinsyu Natural Beer - Porter,5,English Porter,3553
28095,Riebedebie,9,Belgian Strong Pale Ale,827
28096,Ar-Men Blonde,5,Belgian Pale Ale,2647
28097,Ghost Ale,,English Bitter,13066
28098,Old Savannah Pale Ale,,Extra Special / Strong Bitter (ESB),13066
28099,Petra,8,American Malt Liquor,733
28100,Zahre Affumicata,6,Rauchbier,12907
28101,Captain Bill Bartrams Cherry Stout,4.8,Foreign / Export Stout,11410
28102,Horus,12.5,Herbed / Spiced Beer,11174
28103,Biere D'Abbaye Malonne Blonde,6.3,Belgian Pale Ale,725
28104,Buzzy Biddy,7,Irish Red Ale,647
28105,How 'bout Dem Apples Ale,,Fruit / Vegetable Beer,1690
28106,Pootie-Poot's Imperial Stout,7.3,Russian Imperial Stout,10799
28107,Bee Sting,5,American Pale Wheat Ale,13067
28108,India Pale Ale,7.5,American IPA,9704
28109,Blackeye Stout,,American Stout,13042
28110,Laughing Water Hemp Ale,,American Pale Ale (APA),13042
28111,Tik,9.5,Belgian Strong Pale Ale,11031
28113,Mary Jane Amber Ale,,American Amber / Red Ale,1550
28115,Flanders Golden Ale,,Belgian Strong Pale Ale,1032
28116,Raspberry Wheat,5,Fruit / Vegetable Beer,2595
28117,ESB,,Extra Special / Strong Bitter (ESB),9020
28118,Fimbulvinter,7.6,Winter Warmer,1311
28119,Tuborg Juleøl 4.5% (Norwegian Version),4.5,Euro Dark Lager,1435
28120,Olde Towne Porter,,American Porter,9985
28121,Bon Secours Myrtille,7,Fruit / Vegetable Beer,2428
28122,Surf City Pale Ale,,American Pale Ale (APA),6067
28124,Bavaria Cerveza Premium,4,German Pilsener,1491
28125,Arrowhead Red,,American Amber / Red Ale,906
28127,Blackberry Lambic,,Lambic - Fruit,2455
28128,Gilbert White,6,English Strong Ale,6907
28130,Dubbel Trubbel,,Dubbel,2351
28131,Willimantic Wild Ale,5.1,American Wild Ale,477
28132,Willimantic Pushing The Envelope Extreme,8.8,American Double / Imperial IPA,477
28133,Willimantic RoadenZok,5.9,Flanders Red Ale,477
28134,ESB,4.7,Extra Special / Strong Bitter (ESB),1709
28135,Oatmeal Stout,5,Oatmeal Stout,1709
28136,Munich Lager,6.5,Bock,1709
28137,Opa Winter Strong,7.5,English Strong Ale,10279
28138,Green Man Dragon,9,Belgian Strong Dark Ale,11599
28139,Green Man Dry Hopped India Pale Ale,7.4,American IPA,11599
28140,Green Man Chocolate Stout,6.2,American Stout,11599
28141,Dr Quick Strong Ale,7.7,English Strong Ale,12955
28142,Cherry Porter,,American Porter,339
28143,Jasperilla Old Ale,9.3,Old Ale,10284
28144,Cowtown Scarlet Ale,,American Amber / Red Ale,13077
28146,Green Man ESB,5.3,Extra Special / Strong Bitter (ESB),11599
28147,Green Man Gold Ale,4.8,English Bitter,11599
28148,Green Man House Stout,5.2,English Stout,11599
28149,Green Man Imperial Stout,5.7,English Stout,11599
28150,Green Man Pale Ale,6.1,American Pale Ale (APA),11599
28151,Green Man Porter,5.6,English Porter,11599
28152,Little Abe,3.8,American Amber / Red Ale,1549
28154,Twisted Reality Barleywine,10.98,American Barleywine,1177
28155,Darkside,7,American Strong Ale,1608
28156,Black Jack Stout,,American Stout,1341
28157,Braumeister Pils - Saaz,5.7,Czech Pilsener,345
28158,Natureland Organic Amber Ale,5,American Amber / Red Ale,473
28159,Caballero Aguila 100% Malta,5,English Stout,11174
28160,The Hop Merchant,5.5,American Pale Ale (APA),2435
28161,Saison Brune (Dark Saison),8.1,Saison / Farmhouse Ale,1872
28162,Indian River Red,,American Amber / Red Ale,1612
28163,SPF 8 Belgium Farmhouse Ale,,Bière de Garde,5318
28164,Port Truck Stout,4.5,Foreign / Export Stout,5318
28165,Bender,5.1,American Brown Ale,13014
28166,Baltic Porter,8.7,Baltic Porter,10089
28167,Menace De Dieu,5,American Pale Ale (APA),1141
28168,Sour Cherry Bomb,,Lambic - Fruit,1926
28169,Cluster Bock,6.7,Bock,1926
28171,Grizzly Peak American IPA,,American IPA,1106
28172,Milly's Imperial Death March Stout,8.8,Russian Imperial Stout,1285
28173,Milly's 4th Anniversary Ale,5,American Pale Ale (APA),1285
28174,Elder Ale,6.5,English India Pale Ale (IPA),1550
28175,Shepherd Neame Best Bitter,4.1,English Bitter,138
28176,Bam Bière,4.5,Saison / Farmhouse Ale,9897
28177,Shepherd Neame Kent's Best,4.1,English Bitter,138
28178,Castle Rock Elsie Mo,4.7,American Blonde Ale,5204
28179,Liquid Gold,6,Belgian Pale Ale,12959
28180,Killer,7.7,American Pale Lager,10889
28183,Winter Biere De Garde,,Bière de Garde,2936
28184,Creamy Copper Ale,,Cream Ale,12984
28185,Southern Bitter,3.7,English Bitter,6559
28186,Titanic Full Speed Ahead,4.4,English Bitter,6577
28187,MacTarnahans Bourbon Cask Aged Blackwatch Cream Porter,6,American Porter,2179
28188,Kryptonite Double IPA,7.2,American Double / Imperial IPA,6045
28189,Stewart's Dunkelweizen,5.1,Dunkelweizen,1754
28190,Harpoon Kellerbier (100 Barrel Series #13),5.2,Keller Bier / Zwickel Bier,10097
28191,Myanmar Lager Beer,5,Japanese Rice Lager,9369
28192,Southampton Espresso Stout,5.2,American Stout,1628
28193,Lichfield's Hoppy Daze,4,English Bitter,3596
28194,Cuvée Du Spartacus,6.5,Belgian Pale Ale,180
28195,Natterjack,4.2,English Bitter,3596
28198,BOSS Mocne 15,8.1,Euro Strong Lager,5504
28199,Three Stations Porter,4.7,English Porter,13090
28200,BBK Export,5.3,Dortmunder / Export Lager,2974
28201,Härtsfelder Organic Lager,5,German Pilsener,6703
28202,Kolsch,5,Kölsch,8220
28203,Furious,6.2,American IPA,13014
28204,Mephistopheles' Stout,16.8,American Double / Imperial Stout,30
28207,Czar Tar Imperial Stout,7.5,Russian Imperial Stout,1548
28208,Williams Joker,5,English India Pale Ale (IPA),12142
28209,Black Powder Imperial Stout,8.4,Russian Imperial Stout,9792
28210,Hard Willie,4.7,English Bitter,7092
28212,Skinner's Best Bitter,3.6,English Bitter,6881
28213,Tea Kettle Stout,4.7,English Stout,11395
28214,Smoking Mole Ale,4.2,Rauchbier,13096
28215,Golden Fox Pilsner,4.7,German Pilsener,13096
28216,Hideji Stout,7.2,English Stout,13096
28217,Darken Boar Wheat Special,4.5,Dunkelweizen,13096
28218,Bohemian Garnet Lager,4.5,Vienna Lager,13096
28219,Procrastinator Doppelbock,8.5,Doppelbock,1169
28225,Arbor Day Apple Brew,,Fruit / Vegetable Beer,1903
28226,Elevator Imperial IPA,,American Double / Imperial IPA,1464
28228,Berkshire Milk Stout,,Milk / Sweet Stout,33
28229,Berkshire Brown Ale,,American Brown Ale,33
28230,Berkshire ESB,,Extra Special / Strong Bitter (ESB),33
28232,Gerry Dog Oatmeal Stout,5.5,Oatmeal Stout,10699
28233,Ahab's Resolve English Pale Ale,5.3,English Pale Ale,10699
28235,Northern Mild Nut Brown Ale,,English Brown Ale,8395
28236,Sinpalsken Winterbier,8.5,Belgian Strong Dark Ale,4285
28237,The Pudding Porter,4.5,English Porter,11395
28238,Double Deuce Barley Wine,11,American Barleywine,1548
28239,Tailgater Honey Wheat,,American Pale Wheat Ale,2741
28240,Bourbon Cask Porter,5.5,American Porter,1666
28241,Old Ember,6.5,English Strong Ale,3596
28242,Podge Belgian Imperial Stout,10.5,Russian Imperial Stout,6288
28243,Terrapin Alt,5,Altbier,1550
28244,Beersel Lager,5.2,Czech Pilsener,2216
28245,Thunderbolt,4.5,English Bitter,286
28246,'t Hartje( For Hbry De B's & 1st Year CVO-IVV Gent),9.5,Belgian Strong Pale Ale,2361
28247,Saison,6.5,Saison / Farmhouse Ale,7730
28248,Imperial Stout,9,Russian Imperial Stout,7730
28249,Gaoler's Ale,7.5,Old Ale,6394
28250,Marietta Brewing Pale Ale,6.2,American IPA,597
28251,Gnutty Gnome,5.3,English Brown Ale,9793
28252,8th Anniversary Ale (2005) - Raspberry Wit,5.25,Fruit / Vegetable Beer,1483
28253,Édition Limitée Carnaval De Québec 2006,5,Belgian Dark Ale,22
28254,Barleywine 2006,11.5,American Barleywine,486
28255,Konig Pilsener,,German Pilsener,6643
28256,Oak Aged Barley Wine Ale,9,American Barleywine,226
28258,Cerveza,5,Vienna Lager,8214
28259,Wheat,5,American Pale Wheat Ale,8214
28260,Gold,5,American Adjunct Lager,8214
28261,IPA V.S. Brut,9.5,Bière de Champagne / Bière Brut,2015
28262,Grand Union Bitter,3.7,English Bitter,3377
28263,Teignworthy Beachcomber,4.5,English Brown Ale,6905
28264,Valeir Donker,6.5,Belgian Dark Ale,3463
28265,Grand Teton Baltic Porter,7.5,Baltic Porter,413
28267,Road Slush Stout,6.2,Oatmeal Stout,590
28268,Yokel,4.2,Keller Bier / Zwickel Bier,590
28269,World Select Beer,6,Euro Pale Lager,865
28270,Poor Richard's Ale,,Old Ale,1819
28271,Quaker Oatmeal Stout,,Oatmeal Stout,2188
28272,De Dolle De Kavijaks,7,Belgian Strong Pale Ale,201
28274,Vintage Roots Organic Beer,4.6,English Bitter,8560
28276,Yuzu Ale,,Fruit / Vegetable Beer,13086
28277,Black Cherry Porter,,American Porter,2617
28278,Pale Ale,,American Pale Ale (APA),7122
28282,Mitterbrauer,5,German Pilsener,3551
28284,Super Happoshu No. 2,5,Happoshu,3551
28288,Ultra Ale,6.5,Euro Strong Lager,9208
28289,Bière Rousse Fleur Des îles,5,Herbed / Spiced Beer,9061
28290,Ringneck Frambozen,,Fruit / Vegetable Beer,2470
28291,Baluba,6.9,Fruit / Vegetable Beer,10323
28292,Buttface Amber Ale,,American Amber / Red Ale,4069
28293,Big Red Ale,,American IPA,4069
28294,Big Horn Hefeweizen,,Hefeweizen,4069
28295,Grumpy's Oatmeal Stout,6.1,Oatmeal Stout,1933
28296,Pleasantville Smoked Porter,6.4,American Porter,12959
28298,Dunkel,,Dunkelweizen,13094
28299,Creamed Copper Ale,,American Brown Ale,13094
28301,Ringneck Bourbon Barrel Imperial Scharzbier,8,Schwarzbier,2470
28302,Jouster,4,English Bitter,11959
28303,Fresh Chester Pale Ale,5.6,American Pale Ale (APA),12959
28304,Oxfam Blond,7.5,Scottish Gruit / Ancient Herbed Ale,180
28305,Smuttynose Farmhouse Ale (Big Beer Series),9.3,Saison / Farmhouse Ale,141
28306,Fireweed Blonde Ale,6.4,American Blonde Ale,13094
28307,Barleywine '05,,American Barleywine,952
28308,Portsmouth Imperial IPA,9.1,American Double / Imperial IPA,596
28309,"Madrugada Obscura, Dark Dawn Stout",8.1,American Double / Imperial Stout,9897
