Profile name, Year, Number of reviews
skybluewater,2004,100
Rio,2004,100
LittleCreature,2008,100
timtim,2011,100
jmvecchio1,2011,100
Proteus93,2010,100
timtim,2008,100
doerickson,2002,100
far333,2008,100
GeoffRizzo,2004,100
jjanega08,2011,100
Padron4KM,2005,100
brewcrew76,2010,100
oracle,2004,100
PSUDREW,2004,100
sacfly,2005,100
Radome,2010,100
TheSupremeAJ,2011,100
blitz134,2007,100
mickeymac,2004,100
sulldaddy,2011,100
RickSawyer,2008,100
Gtreid,2010,100
sc13ntific,2007,99
jbphoto88,2011,99
EagleTalon,2002,99
soze47,2010,99
ElCommodoro,2011,99
Boto,2009,99
kbeals,2009,99
cooch69,2011,99
TinusTime,2005,99
ZimZamZoom,2010,99
Elimination,2010,99
BilbosNuts,2011,99
VaTechHopHead,2010,99
beerhan,2010,99
JMD,2010,99
boatshoes,2009,99
yankeeheel,2003,99
Drew966,2009,99
klewis,2009,99
Mauerhan,2009,99
UDbeernut,2011,99
Redrover,2010,99
BrewCrew2010,2010,99
Yesac,2008,99
Wildman,2004,99
kgotcher,2006,99
wesbrownyeah,2010,99
BigPlay1824,2010,99
bret27,2009,99
SuperNova777,2010,99
OakedCanuck,2010,99
mirish72,2009,99
MbpBugeye,2009,99
dbmernin83,2011,99
fdrich29,2004,99
rayjay,2009,99
barbarian,2002,99
BelgiumBill,2011,99
roblowther,2007,99
Phocion,2006,99
PhillyCop,2008,99
deaconoflove,2009,99
rpstevens,2010,99
nortmand,2005,99
nlmartin,2009,99
micromaniac129,2010,99
NewGeneric,2009,99
Phyl21ca,2003,99
CraftBeerTastic,2011,99
csmiley,2009,98
Meerkey,2011,98
mdagnew,2005,98
Sixpack595,2003,98
HosP,2010,98
jsulko,2011,98
Shaw,2010,98
steelerkiss,2006,98
Anthony1,2010,98
pBRale,2011,98
mshallah,2007,98
MarcatGSB,2011,98
wiseguy142,2008,98
Reidrover,2010,98
Ricochet,2005,98
GreenWBush,2005,98
Stephen63,2007,98
BradLikesBrew,2011,98
jasonjlewis,2009,98
jdg204,2009,98
smakawhat,2010,98
jahred,2004,98
Sachsenfreude,2011,98
davexisxrabid,2009,98
zjungleist,2006,98
koopa,2008,98
BadRockBeer,2007,98
deapokid,2010,98
sarahspat,2009,98
CharlesRiver,2004,98
Chinon01,2008,98
lstokes,2011,98
GONZALOYANNA,2011,98
ThistleKing,2003,98
billab914,2009,98
JohnnyDuvel,2004,98
Matthew,2006,97
jegross2,2011,97
GodOfBeer,2008,97
arizcards,2010,97
arizcards,2008,97
mjurney,2011,97
inebrius,2003,97
rtepiak,2008,97
dtivp,2010,97
OneDropSoup,2011,97
HardTarget,2008,97
nhindian,2010,97
chickenm,2010,97
cpanossian,2010,97
Bubba83,2010,97
bagpiper2005,2010,97
SickBrew,2008,97
mooseisloose,2008,97
marcpal,2007,97
jacobseyb,2010,97
Jacobob10,2004,97
mostpoetsdo,2011,97
ClassyLadyJen,2004,97
TheViolator666,2009,97
ppoitras,2011,97
Bowdoinbeerboy,2008,97
PhillyStyle,2011,97
xare,2008,97
OStrungT,2007,97
meatyard,2011,97
Zimbo,2010,97
PhageLab,2007,97
beerpirates,2010,97
YouSkeete,2011,97
Yoonisaykul,2011,97
wolfy,2003,97
edchicma,2006,97
3Vandoo,2005,97
beveritt,2006,97
scifan,2009,97
tapman,2007,97
woodychandler,2007,97
GrimmReaper,2007,96
BevMoAndrew,2009,96
busterthecat,2011,96
Kadonny,2011,96
HappyHourHero,2003,96
pershan,2008,96
Martin2D,2009,96
Otterburn,2010,96
WestValleyIPA,2010,96
Mit,2011,96
kylehayworth,2010,96
jeffjeff1,2011,96
Cwrw,2005,96
atigerlife,2007,96
NickRivers,2011,96
AlexJ,2007,96
cerevisiaephilus,2004,96
sulldaddy,2008,96
thelagerheads,2006,96
jar2574,2011,96
xgrigorix,2003,96
malty,2005,96
hero27,2008,96
charlzm,2011,96
Lauthaha,2010,96
BennyL1,2011,96
2xHops,2011,96
jtfest,2004,96
BeerResearcher,2011,96
PintOHops,2009,96
B967ierhunter177,2011,96
RedwoodGeorge,2006,96
AndyAvalanche,2009,96
IronDjinn,2007,96
aval89,2011,96
mentor,2010,96
Thur123,2009,96
gkunkle,2011,96
despainmakesbeer,2010,96
atr2605,2011,96
syrupjoe,2011,96
dcook11,2011,96
danielharper,2005,96
BeerPanther,2006,96
Radome,2011,96
northyorksammy,2003,96
movingtrain,2009,96
ChopperSmith,2009,96
AaronRed,2002,96
mdm46410,2007,95
DuqTroops,2006,95
ski271,2007,95
RonfromJersey,2007,95
MaltyGoodness,2008,95
rhinos00,2010,95
scarletfire79,2007,95
BeerAmbassador,2011,95
beerguy101,2004,95
ianjsullivan,2011,95
distantmantra,2011,95
tsauce2,2011,95
ectomorph,2008,95
Gash,2011,95
kaseydad,2011,95
DoubleSimcoe,2010,95
Philousa,2011,95
dgallina,2007,95
airheadmtrcycle,2011,95
Elemental,2003,95
sgoodship,2009,95
ajmoody76,2008,95
ThreeWiseMen,2011,95
LtCracker20,2011,95
wingman14,2006,95
DoctorDog,2011,95
bbothen,2009,95
hero27,2007,95
F15jock1701,2006,95
demcorhip,2006,95
patreely12,2011,95
Shiloh,2004,95
kbnooshay,2008,95
velosuds,2009,95
ralree,2008,95
brewandbbq,2005,95
daliandragon,2011,95
petacutlasaurus,2011,95
hdofu,2010,95
psuKinger,2011,95
Blakaeris,2010,95
kdmorse,2006,95
woemad,2008,95
m1ked,2009,95
dedrinker,2010,95
MOB210SA,2010,95
Bierman9,2010,95
thryn,2009,95
Buzzkill,2004,95
brc,2009,95
Luk13,2010,95
bhalter8,2009,95
johnniemarg,2006,95
maundythirsty,2006,95
Blakaeris,2011,95
KI9A,2008,95
rdilauro,2011,95
tzieser,2010,95
Beaver13,2009,95
danielharper,2009,95
Kkottonmouthkngz,2011,94
seanyfo,2007,94
beertooth,2009,94
xoqx,2005,94
Gtreid,2009,94
Bierman9,2005,94
Bruiser81,2003,94
flipper2gv,2011,94
nighthawk,2009,94
FLAbeergutinMASS,2006,94
robbyc1,2008,94
Happyhour,2004,94
generalnotsew,2010,94
BuxMontBeerLover,2011,94
beersensei305,2010,94
Grundle20,2006,94
Strix,2010,94
WJVII,2010,94
rousee,2006,94
Tolann,2008,94
droomyster,2011,94
scootny,2010,94
mdagnew,2010,94
phiberoptik,2011,94
Blakaeris,2007,94
jimdkc,2004,94
allboutbierge,2009,94
dakid618,2009,94
HimerMan,2006,94
MMAJYK,2007,94
Flightoficarus,2010,94
TripelJ,2003,94
Pellinore1,2011,94
GratefulBeerGuy,2011,94
ballewblake,2009,94
peacebone116,2011,94
Murchmac,2010,94
KickbacksSteve,2009,94
sethmeister,2008,94
baggio,2009,94
cproioi,2006,94
tykees88,2010,94
ThePeskyDingo,2009,94
saintwarrick,2009,94
jbeaver,2007,94
hdofu,2008,94
Buschyfor3,2009,94
Heatwave33,2011,94
Shades,2007,94
Jordan,2002,94
DosBeerigos,2010,94
thepeter,2011,94
Gehrig,2007,93
GeoffFromSJ,2004,93
Lunch,2009,93
chilidog,2007,93
chickencoop,2009,93
garuda,2011,93
Scoobydank,2008,93
jbertsch,2011,93
ggaughan,2008,93
LieutenantSour,2011,93
Lazerlobe,2010,93
bradford,2007,93
dmsohyea,2011,93
sdscotty,2009,93
SetarconeX,2003,93
BeerCon5,2010,93
MTNboy,2009,93
StevenBilodeau,2010,93
hu5om,2010,93
Boto,2010,93
CWiggins,2007,93
mcallister,2010,93
cubedbee,2006,93
MeisterBurger,2010,93
beermanbrian,2005,93
ChrisCage,2010,93
Beastdog75,2004,93
bashiba,2010,93
BigIrishman,2010,93
DC11,2007,93
DagFishHead,2003,93
arguemaniac,2005,93
jlandis,2010,93
thirdeye11,2009,93
HBang,2008,93
joshuaseresse,2011,93
albertjr21,2011,93
proc,2004,93
jman892,2011,93
MaltyGoodness,2005,93
Ralphus,2009,93
RunDWP,2009,93
Dukeofearl,2007,93
jneiswender,2008,93
sidetracked,2011,93
Voonder,2009,93
FightingEntropy,2011,93
Forb,2011,93
BeerBelcher,2006,93
Winter,2006,92
rabidawg,2003,92
jvajda,2004,92
budgood1,2004,92
Shaw,2008,92
SkinnyElvis,2007,92
Beertracker,2008,92
snpub540,2010,92
Buggies,2011,92
MrMcGibblets,2008,92
magnj,2009,92
DerBayer,2010,92
psinderson,2006,92
ken3c,2004,92
LittleCreature,2010,92
oelergud,2008,92
yeagerbm,2004,92
schlimenhaumer,2011,92
Schmittymack,2011,92
BeerAdvocate,1998,92
lhaqq,2008,92
BarrelO,2010,92
ggaughan,2007,92
CortexBomb,2004,92
jmalex,2009,92
TerryW,2003,92
Lolli1315,2010,92
elricorico,2005,92
theghost3,2010,92
Bagman007,2009,92
kscaldef,2011,92
karengarys,2005,92
tzieser,2011,92
TheycallmeTim,2009,92
surfer4life,2009,92
nas5755,2010,92
Beerzebub,2008,92
Richardberg,2010,92
iSip,2011,92
yemenmocha,2007,92
Hefe,2004,92
antlerwrestler19,2011,92
ph2001,2008,92
Squelch,2008,92
CAMRAhardliner,2007,92
PatronWizard,2009,92
stewart124,2004,91
aval89,2010,91
Redrover,2011,91
Dunt,2011,91
Goldorak,2006,91
Wattsox,2011,91
wl0307,2010,91
thierrynantes,2009,91
STEG,2010,91
Stimack,2006,91
thespaceman,2008,91
JackTheRipper,2005,91
Travlr,2010,91
Blitzstyle,2009,91
shanblur,2011,91
USCTrojanBrian,2008,91
lstokes,2009,91
far333,2005,91
macster,2007,91
mobud,2007,91
SkeeterHawk,2007,91
riversider76,2008,91
connecticutpoet,2009,91
dfillius,2008,91
shroompod,2007,91
scootny,2008,91
jtw5877,2002,91
mmmmBEEEER,2006,91
brewskifan55,2011,91
BdubleEdubleRUN,2011,91
Bierguy5,2009,91
Pauly2X,2009,91
July2Nov,2007,91
garymuchow,2005,91
tr4nc3d,2010,91
Deuane,2011,91
crawlingchaos,2011,91
the42ndtourist,2002,91
garymuchow,2006,91
Onibubba,2007,91
DPMomutant,2004,91
ClarkVV,2005,91
Guden,2011,91
washburnkid,2010,91
Nickls,2008,91
guinness33,2008,91
GRPunk,2011,91
camil1mj,2011,91
oelergud,2004,91
gmfessen,2008,91
JayQue,2006,91
ZymasefungiI207I,2009,91
kojevergas,2010,91
mnrider,2009,91
jwhancher,2011,91
schwaeh,2011,91
Murchmac,2007,91
Pabs311,2010,91
cetherid,2011,91
KAP1356,2010,91
Macca,2010,91
BradLikesBrew,2007,91
Onslow,2007,90
wheelinshirt,2007,90
zdk9,2011,90
woemad,2003,90
bourbonbock,2010,90
ecoboy,2003,90
beerpirates,2011,90
ShadesOfGray,2009,90
hyuga,2002,90
WeisGuy,2008,90
UCLABrewN84,2010,90
deebo,2011,90
surprenant1138,2011,90
bob3701,2010,90
Rifrafboy,2003,90
BearJohnson,2004,90
TheDeuce,2005,90
shand,2010,90
apbarwood,2009,90
Padron4KM,2007,90
rwf08,2010,90
IPAcraig,2008,90
NorCalYeti,2009,90
pixieskid,2011,90
letsgopens,2008,90
Jablonski,2009,90
kmo1030,2005,90
allengarvin,2011,90
BeerAngel,2004,90
Hunter,2004,90
fropones,2009,90
FightingEntropy,2007,90
Longstaff,2002,90
thequeen711,2008,90
whtguitarguy,2009,90
mullenite,2010,90
caddybuyer,2010,90
scoobybrew,2006,90
lackenhauser,2011,90
cburian,2008,90
mintjellie,2010,90
Baileyuk,2008,90
BDTyre,2008,90
mwilbur,2009,90
Imstillthegman,2008,90
jonziefle,2010,90
BigBry,2008,90
jaxon53,2008,90
Stigs,2009,90
craytonic,2008,90
haddon,2010,90
Ineedabeerhere,2009,89
dmfrench,2011,89
LairdChisholm,2010,89
goschool,2007,89
jjayjaye,2010,89
gabe23,2009,89
dstc,2008,89
nighthawk,2008,89
WJVII,2009,89
brsett,2002,89
sk8man121,2011,89
YankChef,2008,89
sevopie,2009,89
charlesw,2009,89
RedDiamond,2010,89
cagocubs,2009,89
seand,2011,89
BigJTrucker,2008,89
DeathbySexyBT,2009,89
Mark,2004,89
nickthegun12,2011,89
BeerBubby,2009,89
RonfromJersey,2009,89
mmcave,2006,89
darkmartin,2010,89
markaberrant,2008,89
nataku00,2010,89
Avantyawn,2011,89
brakspear,2002,89
BeerCon5,2008,89
dauss,2005,89
Taelec,2008,89
OatmattStout,2003,89
BigDaddyWil,2006,89
Ricochet,2006,89
BedetheVenerable,2008,89
jwhancher,2010,89
DavidSeanNJ,2007,89
mattboyer182,2011,89
snpub540,2011,89
Ricochet,2007,89
bifrostguard,2008,89
SilentSabre,2004,89
Psilo707,2009,89
guinnessfan,2007,89
DmanGTR,2011,89
hustlesworth,2010,89
RutgersBeerGuy,2009,89
chaz410,2009,89
stewart124,2011,89
1759Girl,2008,88
jushoppy2beer,2008,88
jmalex,2008,88
russwbeck,2010,88
westweasel,2007,88
Walken,2010,88
steveh,2009,88
ZorPrime,2011,88
bultrey,2005,88
eljefe21,2009,88
redmosquito,2004,88
kneeland,2010,88
sprucetip,2010,88
Grundle20,2007,88
badbeer,2007,88
Daktyls,2010,88
JTSbeerislife,2011,88
thierrynantes,2010,88
loren01,2007,88
jctribe25,2010,88
jordoo,2008,88
DeltaGolfSierra,2011,88
ralphw56,2004,88
diamondc,2011,88
mlazzaro,2011,88
daledeee,2011,88
neo06051,2007,88
AndyAvalanche,2010,88
Kendo,2006,88
vdread,2009,88
vitesse,2003,88
WMEugene,2011,88
charlzm,2009,88
zoso493,2010,88
ImusBeer,2009,88
trackstar1043,2008,88
Amalak,2011,88
backfat,2010,88
beermanbrian,2007,88
wschmit,2011,88
IceAce,2004,88
JeffTibbetts,2005,88
pinotboy007,2009,88
DoctorDog,2010,88
RockyTopHeel,2004,88
GeezLynn,2011,88
shabbtastic,2008,88
lpayette,2008,88
ChopperSmith,2011,88
wyllder,2004,88
hopheadjuice,2010,88
czechsaaz,2006,88
dreadnatty08,2006,88
begforme4484,2010,87
beerman207,2011,87
jgaston,2005,87
ZeroSignal,2011,87
snaotheus,2010,87
HeroJH,2009,87
decimator,2010,87
brow1901,2009,87
steveh,2011,87
Neehan,2006,87
Lofgrep,2008,87
Garin,2003,87
drinkininthewood,2007,87
MikeBrandman,2010,87
andjusticeforale,2005,87
Cwrw,2004,87
negroobserver,2011,87
budgood1,2007,87
ralree,2007,87
Schmaltzy,2010,87
MerkinMan,2008,87
KBoudreau66,2009,87
MattyV,2010,87
RonfromJersey,2008,87
DaveJanssen,2010,87
techdiver,2006,87
Lerxst,2011,87
Vierenner,2011,87
Andreji,2010,87
johnd513,2008,87
jmhart,2010,87
obywan59,2011,87
Imbiber,2004,87
lehows,2007,87
dbalsock,2007,87
Padron4KM,2006,87
egajdzis,2005,87
Blanco,2010,87
RJLarse,2008,87
bigrzman,2010,87
OldFrothingSlosh,2005,87
xhcadamx,2009,87
neenerzig,2009,87
MunchkinDrinker,2009,87
Mosley1212,2011,87
sevopie,2008,87
therica,2009,87
GreenCard,2008,87
Kromes,2010,87
clint1019,2011,87
stjaernstoft,2011,87
RonfromJersey,2005,87
Damian,2011,87
youradhere,2011,86
wcudwight,2005,86
BucBasil,2007,86
WetCoaster,2004,86
BWH3,2008,86
BeerBob,2005,86
Mitchster,2010,86
DoppleJock,2010,86
malcontent,2008,86
pweis909,2006,86
kleing,2003,86
mjaskula,2009,86
pjwilson,2005,86
ALESwhatCURESya,2005,86
benmiliron,2004,86
kegerator,2005,86
Monsteruss,2009,86
ToasterChef,2009,86
Kadonny,2010,86
tavernjef,2011,86
tippebrewcrew2,2010,86
ttu94,2007,86
Backer2004,2007,86
mithrascruor,2008,86
JerseyKirk,2011,86
DaggerEyes,2006,86
sponberg,2003,86
Trappissed,2009,86
atlason,2011,86
properhops,2011,86
samie85,2009,86
LuckySevens82,2004,86
Long813,2009,86
ZAP,2011,86
THORN,2010,86
callmescraps,2010,86
shirfan,2007,86
JDK,2007,86
confer,2011,86
WOTO97,2010,86
laintringulis,2006,86
jmich24,2010,86
AlexJ,2004,86
oteyj,2010,86
HersheyRhino,2008,86
industrialswill,2010,86
SeanRedd,2008,86
bump8628,2009,86
SDtastentune,2011,86
Reidrover,2007,86
benito,2007,86
waltersrj,2011,86
jasonpeckins32,2007,86
Bierman9,2007,86
jeffmonarch,2007,86
erikm25,2009,86
EmperorBevis,2011,86
jwhawkins81,2010,85
seanbhudson,2009,85
teg8612,2006,85
b3shine,2011,85
hdelavega,2011,85
YonderWanderer,2008,85
jgreenearrow,2011,85
Ralphus,2010,85
DwnTwnBwn,2009,85
Hokies,2008,85
stephens101,2011,85
ThirstyBird,2008,85
GusterFan,2006,85
SamN,2011,85
HugoGrim,2007,85
mattmaples,2001,85
jsisko01,2011,85
biglite351,2011,85
BB1313,2010,85
BasementBer,2011,85
Bananaman,2008,85
ecoastman,2009,85
ClevoPiwo,2009,85
magine,2011,85
GnomeKing,2005,85
Quaffer,2004,85
Chadbrew,2005,85
DavoleBomb,2008,85
Enola,2005,85
05Harley,2011,85
bgildea,2010,85
ReDave,2006,85
IKR,2011,85
Alkey,2007,85
Bung,2008,85
superspak,2010,85
BBM,2008,85
chinchill,2010,85
beerphan,2006,85
Sam21,2010,85
spoons,2010,85
Shades,2005,85
chilidog,2004,85
TerryW,2005,85
thegodfather2701,2011,85
Dantes,2003,85
davidchollar,2006,85
WalrusJockey,2009,85
airforbes1,2011,85
Chizoad,2010,85
SaCkErZ9,2010,85
TexIndy,2008,85
SPLITGRIN,2009,85
guitarmage,2007,85
jhtipton,2010,85
ROMER79,2008,85
IronDjinn,2006,85
shirfan,2003,85
WanderingFool,2003,84
drowninginhops,2011,84
cagocubs,2011,84
Backer2004,2004,84
goblet,2009,84
bearrunner44,2006,84
geryeb624,2010,84
DoktaHops,2006,84
smcreator,2007,84
BeefyMee,2004,84
herman77,2011,84
cratez,2009,84
Kartoffeln,2011,84
beveritt,2010,84
WanderingFool,2010,84
HochFliegen,2004,84
DaPeculierDane,2008,84
kirok1999,2009,84
atigerlife,2008,84
PEBKAC,2007,84
t0rin0,2007,84
kmo1030,2007,84
RonBeerBox,2011,84
srandycarter,2007,84
theopholis,2008,84
tomthumbsblues,2005,84
MrIncognito,2008,84
Tone,2008,84
taigor,2009,84
PittBeerGirl,2009,84
Wisconsin,2009,84
bonbini26,2009,84
Casey10,2011,84
Murrhey,2011,84
BobZ,2010,84
sisuspeed,2009,84
kmo1030,2008,84
StlHopHead77,2010,84
Domingo,2006,84
superbeeje,2007,84
sfoley333,2008,84
devilben02,2010,84
mooseisloose,2009,84
deanhead,2008,84
OlieIPA,2008,84
rhinos00,2008,84
ATPete,2010,84
57md,2011,84
Nectar,2004,84
movingtrain,2010,84
scottyb88,2010,84
Popsinc,2004,84
OlRasputin989,2009,84
StLThrash,2011,84
NiceGuyMike,2005,83
timtim,2010,83
SacoDeToro,2006,83
fainster,2007,83
RixBeer,2008,83
peabody,2010,83
steelreign,2003,83
Iguana,2006,83
Absumaster,2009,83
Samp01,2011,83
shererjt,2006,83
bbb099,2011,83
BadBadger,2006,83
ksimons,2010,83
CooperEllis,2011,83
supercolter,2007,83
Rootdog316,2008,83
devilben02,2011,83
claminat420,2010,83
cooch69,2010,83
xylophonica,2010,83
MobBarley,2004,83
kenito799,2008,83
teromous,2011,83
SykDoc,2010,83
TheDeuce,2011,83
FleeVT,2008,83
ruckus232,2009,83
joshstevens87,2010,83
PiratePete,2003,83
BeerTaster,2008,83
magictacosinus,2011,83
Rennpferd,2008,83
shippos,2004,83
nvsblman,2006,83
isualum12,2011,83
gmfessen,2009,83
rembrant,2010,83
brewQ,2005,83
MrTopher,2011,83
dill,2008,83
tugdriver7,2007,83
RomanW70,2008,83
AEK,2010,83
shapudding,2005,83
gmcfarre,2008,83
Knapp85,2012,83
steelerguy,2010,83
bunnyhustle,2009,83
ClarkVV,2006,83
gmcfarre,2007,83
abcsofbeer,2004,83
fatmcb1,2011,83
heebes,2010,83
scoobybrew,2008,83
goindownsouth,2003,83
Matt1516,2011,83
HogHill,2005,83
gnoff,2006,83
ryantupy,2005,83
ptykozoon,2010,83
rousee,2004,83
albertjr21,2010,83
nem2006,2008,83
ryrust5301,2009,82
spdyfire83,2011,82
OatherS,2005,82
Jules11788,2011,82
guinness33,2005,82
ojclark,2008,82
mullenite,2009,82
deapokid,2009,82
RBassSFHOPit2ME,2011,82
BigMcLargeHuge,2011,82
cbleary,2008,82
Mistofminn,2008,82
udubdawg,2010,82
foamer,2005,82
HopHead84,2008,82
NClifestyle,2005,82
mralphabet,2011,82
necoadam,2005,82
greybeardloon,2011,82
TheQuietMan22,2010,82
Popkas,2010,82
Shaw,2009,82
0110x011,2008,82
Samp01,2010,82
fitzy84,2007,82
zimm421,2010,82
Zekezilla,2010,82
Southernbrew,2005,82
brewandbbq,2007,82
bnuttz,2005,82
CharlieMurphy,2011,82
palma,2005,82
GreenCard,2005,82
dancinwillie,2009,82
deereless,2008,82
Daktyls,2011,82
KevinBrewer,2011,82
nsmartell,2008,82
Franz4,2010,82
Ek0nomik,2009,82
Jwaks,2007,82
PhxHorn,2009,82
tj4288,2009,82
twelvsies,2009,82
MmmIPA,2008,82
assurbanipaul,2004,82
jar2574,2007,82
Foxtrot,2009,82
BZero007,2009,82
CHILLINDYLAN,2009,82
tronester,2011,82
jminsc76,2010,82
Ellbert,2004,82
emsroth,2010,82
ToAzwethinkweizm,2011,82
49degrees,2003,81
HugoGrim,2006,81
bfields4,2011,81
berserker256,2008,81
biggred1,2008,81
bigkahunas4,2008,81
ujsplace,2009,81
projectflam86,2010,81
BeerPhan86,2009,81
ShrLSU,2009,81
bruachan,2009,81
DirtyPenny,2011,81
ngeunit1,2010,81
rand,2011,81
billybob,2009,81
wcintula,2010,81
foles,2008,81
kkipple,2006,81
Foxman,2005,81
Ryan011235,2009,81
roodie,2011,81
whoneeds8,2010,81
Bourre,2005,81
socon67,2010,81
seand,2010,81
Filosoof,2011,81
NightINgale,2009,81
gnemesis,2011,81
wedge,2005,81
1759Girl,2010,81
gunnerman,2007,81
Gehrig,2009,81
praufs01,2008,81
mgbickel,2011,81
Guinness4me,2004,81
drumrboy22,2009,81
BBM,2006,81
smanders,2009,81
wahhmaster,2011,81
Damian,2010,81
TheBrewo,2010,81
PittBeerGirl,2011,81
IdrinkGas,2011,81
Pleepleus,2008,81
boralyl,2008,81
orbitalr0x,2010,81
mrasskicktastic,2005,81
jdoncbus,2008,81
scoobybrew,2009,81
tastybeer,2007,80
mryuk,2011,80
BigRedN,2007,80
ohoove,2007,80
Dotcubed,2009,80
BMoldy,2011,80
SeanLassiter,2002,80
ebby82,2011,80
codfeast,2011,80
Mitchster,2007,80
boralyl,2011,80
BeerSingh,2009,80
DUBinMIA,2011,80
danmcg62,2011,80
paytoplay,2008,80
punisher31673,2008,80
rawthar,2010,80
mulder1010,2009,80
fido,2006,80
OStrungT,2009,80
Intrinsic,2011,80
ballewblake,2008,80
jim102864,2007,80
Kakaraht,2011,80
JohnnyBarman,2009,80
rkhaze,2003,80
LittleBreeze,2008,80
PBRstreetgang,2007,80
bpw28,2011,80
DIM,2007,80
hellbilly,2009,80
BeerPanther,2004,80
rxdrewthejew,2008,80
cvaypai,2009,80
rajendra82,2008,80
tiger88,2008,80
stopbarking,2008,80
boilermakerbrew,2011,80
Patrick999,2007,80
slaintemhor,2009,80
nickhiller,2010,80
Liquids,2006,80
BeerAdvocate,2009,80
Aiptasia,2011,80
Lemke10,2010,80
shererjt,2007,80
CampusCrew,2008,80
mtstatebeer,2009,80
BearJohnson,2003,80
Norfawkers,2009,80
afdempse,2011,80
Dmann,2003,80
joe1510,2006,80
schellsbeer,2008,80
Contra,2007,80
byrd,2003,80
WetCoaster,2005,80
BrewerB,2009,80
wspscott,2010,80
kwakwhore,2007,80
Neehan,2007,80
errantnight,2010,80
garymuchow,2008,80
bierguru,2010,79
danadeny,2004,79
FtownThrowDown,2007,79
abgba121,2011,79
yourunclewalt,2007,79
hdofu,2009,79
dankster,2011,79
charlesw,2008,79
kevinv,2011,79
jlervine,2003,79
cokes,2007,79
MrDanno96,2009,79
garymuchow,2009,79
edskirk3,2006,79
Bierman9,2006,79
psinderson,2007,79
williamherbert,2006,79
Bookseeb,2008,79
gkunkle,2010,79
budsboy,2005,79
coldriver,2011,79
dorianmarley,2011,79
jpmclaug,2011,79
mtnbikerpa,2009,79
Illinick,2006,79
NorCalYeti,2011,79
mountsnow1010,2011,79
bulldogsturge,2007,79
steinlifter,2004,79
Bookseeb,2009,79
maek228,2005,79
shamus,2006,79
GreatPondBrewer,2004,79
tedpeer,2008,79
PEBKAC,2011,79
PlaywrightSam,2007,79
CaptainIPA,2010,79
sidetracked,2010,79
BedetheVenerable,2011,79
misterscooter,2005,79
crewfan16,2011,79
LiquidBread219,2010,79
Traquairlover,2007,79
riored4v,2010,79
DawnL,2009,79
numenor1,2006,79
mmmbeer,2009,79
AaronRed,2001,79
CortexBomb,2007,79
MrHurmateeowish,2011,79
Stimack,2009,79
sprucetip,2008,79
Tolnik,2008,79
blackcompg,2011,79
deanhead,2009,79
rsyberg01,2006,79
AltBock,2005,79
IceAce,2006,79
UA8,2008,79
bmills1608,2003,79
sinistrsam,2005,78
Vengeance526,2010,78
JBogan,2010,78
deltatauhobbit,2007,78
Citadel82,2004,78
jarmby1711,2007,78
ncfranklin,2011,78
shbobdb,2007,78
alli4051,2010,78
lwillitz,2011,78
mjyoung,2011,78
Goliath,2009,78
sevineyes,2006,78
bmills1608,2002,78
curasowa,2011,78
weller1js,2011,78
seanyfo,2006,78
stewdawg,2006,78
kasper,2008,78
djura,2011,78
bultrey,2004,78
nlmartin,2007,78
ronniebruner,2010,78
xoqx,2006,78
errantnight,2009,78
PartyHatjo,2004,78
Magpie14,2008,78
NewGeneric,2010,78
LyonsHead,2009,78
MrStark,2009,78
horshack7,2011,78
JohnnyP3,2011,78
renegadeburger,2011,78
cpn920,2009,78
cdkrenz,2007,78
mntlover,2011,78
Hibernator,2009,78
BigJim5021,2009,78
Glibber,2011,78
dacrza1,2007,78
ghebel,2009,78
tmoneyba,2010,78
Winter,2007,78
biglobo8971,2011,78
GRPunk,2009,78
ElGordo,2010,78
tubbfan,2005,78
MattyV,2011,78
MiguelMandingo,2008,78
mnj21655,2007,78
Gaisgeil,2006,78
malty,2010,78
RedHaze,2005,78
abuliarose,2009,78
MONKandTUCK,2011,78
roblowther,2008,78
twelvsies,2004,78
cbros,2009,78
allengarvin,2010,78
weissbierdrinker,2009,78
CanuckRover,2011,78
Mancer,2010,78
domtronzero,2011,78
happy4hoppybeer,2011,78
